organization_id,organization_name,organization_type,program_id,program_name,program_offering_id,program_offering_title,activity_taxonomy_path,audience_type,program_format,competition_level,season_label,season_year,start_date,end_date,registration_open_date,registration_close_date,registration_status,registration_url,registration_provider,min_age,max_age,min_grade,max_grade,eligibility_rules_json,schedule_json,pricing_json,location_json,source_id,source_url,source_authority,verification_status,lifecycle_status,last_checked_at,notes
org-us-vt-vermont-alpine-racing-association,Vermont Alpine Racing Association,state_association,prog-vermont-alpine-racing-association-vara-membership,VARA Membership,offer-vermont-alpine-racing-association-2027-vara-membership,2027 VARA Membership,Sports > Winter Sports > Alpine Skiing > Membership,youth;junior;adult,membership,,winter,2026-2027,,,2026-06-01,,open,https://www.vara.org/join-vara.php,Direct / Club Website,,,,,[],{},"[{""type"":""U8"",""amount"":35,""currency"":""USD""},{""type"":""U10-U14"",""amount"":60,""currency"":""USD""}]","{""state"":""VT"",""country"":""US""}",src-vermont-alpine-racing-association-program,https://www.vara.org/join-vara.php,primary,web_verified_2026-09-04,upcoming,2026-09-04,Late fee of $25 applies after October 15. Membership is a prerequisite for many VARA race programs.
org-us-vt-smugglers-notch-ski-snowboard-club,Smugglers' Notch Ski & Snowboard Club,club,prog-smugglers-notch-ski-snowboard-club-alpine-ski-meister,Alpine Ski Meister,offer-smugglers-notch-ski-snowboard-club-2026-27-ski-meister-team,2026-27 Ski Meister Team,Sports > Winter Sports > Alpine Skiing > Racing,youth,season_program,competitive,winter,2026-2027,2026-12-19,2027-03-06,2026-09-01,,open,https://snscvt.com/programs/alpine-program/,Direct / Club Website,5,7,,,[],{},"[{""type"":""program_fee"",""amount"":425,""currency"":""USD""},{""type"":""membership"",""amount"":""additional"",""currency"":""USD""}]","{""name"":""Smugglers' Notch Resort"",""city"":""Jeffersonville"",""state"":""VT"",""country"":""US""}",src-smugglers-notch-ski-snowboard-club-program,https://snscvt.com/programs/alpine-program/,primary,web_verified_2026-09-04,upcoming,2026-09-04,Program rates increase 15% after October 15; membership required.
org-us-vt-smugglers-notch-ski-snowboard-club,Smugglers' Notch Ski & Snowboard Club,club,prog-smugglers-notch-ski-snowboard-club-alpine-development,Alpine Development,offer-smugglers-notch-ski-snowboard-club-2026-27-alpine-development-team-i-ii,2026-27 Alpine Development Team I & II,Sports > Winter Sports > Alpine Skiing > Racing,youth,season_program,competitive,winter,2026-2027,2026-12-19,2027-03-13,2026-09-01,,open,https://snscvt.com/programs/alpine-program/,Direct / Club Website,7,11,,,[],{},"[{""type"":""program_fee"",""amount"":585,""currency"":""USD""},{""type"":""membership"",""amount"":""additional"",""currency"":""USD""}]","{""name"":""Smugglers' Notch Resort"",""city"":""Jeffersonville"",""state"":""VT"",""country"":""US""}",src-smugglers-notch-ski-snowboard-club-program,https://snscvt.com/programs/alpine-program/,primary,web_verified_2026-09-04,upcoming,2026-09-04,Program rates increase 15% after October 15; membership required.
org-us-vt-smugglers-notch-ski-snowboard-club,Smugglers' Notch Ski & Snowboard Club,club,prog-smugglers-notch-ski-snowboard-club-alpine-u8-u10,Alpine U8/U10,offer-smugglers-notch-ski-snowboard-club-2026-27-alpine-u8-u10-team-2-day,2026-27 Alpine U8/U10 Team - 2 Day,Sports > Winter Sports > Alpine Skiing > Racing,youth,season_program,competitive,winter,2026-2027,2026-12-12,2027-03-28,2026-09-01,,open,https://snscvt.com/programs/alpine-program/,Direct / Club Website,7,9,,,[],{},"[{""type"":""program_fee"",""amount"":835,""currency"":""USD""},{""type"":""membership"",""amount"":""additional"",""currency"":""USD""}]","{""name"":""Smugglers' Notch Resort"",""city"":""Jeffersonville"",""state"":""VT"",""country"":""US""}",src-smugglers-notch-ski-snowboard-club-program,https://snscvt.com/programs/alpine-program/,primary,web_verified_2026-09-04,upcoming,2026-09-04,Program rates increase 15% after October 15; membership required.
org-us-vt-smugglers-notch-ski-snowboard-club,Smugglers' Notch Ski & Snowboard Club,club,prog-smugglers-notch-ski-snowboard-club-alpine-u12,Alpine U12,offer-smugglers-notch-ski-snowboard-club-2026-27-alpine-u12-team,2026-27 Alpine U12 Team,Sports > Winter Sports > Alpine Skiing > Racing,youth,season_program,competitive,winter,2026-2027,2026-12-05,2027-03-28,2026-09-01,,open,https://snscvt.com/programs/alpine-program/,Direct / Club Website,10,11,,,[],{},"[{""type"":""program_fee"",""amount"":1305,""currency"":""USD""},{""type"":""membership"",""amount"":""additional"",""currency"":""USD""}]","{""name"":""Smugglers' Notch Resort"",""city"":""Jeffersonville"",""state"":""VT"",""country"":""US""}",src-smugglers-notch-ski-snowboard-club-program,https://snscvt.com/programs/alpine-program/,primary,web_verified_2026-09-04,upcoming,2026-09-04,Program rates increase 15% after October 15; membership required.
org-us-vt-smugglers-notch-ski-snowboard-club,Smugglers' Notch Ski & Snowboard Club,club,prog-smugglers-notch-ski-snowboard-club-alpine-u14,Alpine U14,offer-smugglers-notch-ski-snowboard-club-2026-27-alpine-u14-team,2026-27 Alpine U14 Team,Sports > Winter Sports > Alpine Skiing > Racing,youth,season_program,competitive,winter,2026-2027,2026-11-28,2027-04-04,2026-09-01,,open,https://snscvt.com/programs/alpine-program/,Direct / Club Website,12,13,,,[],{},"[{""type"":""program_fee"",""amount"":1565,""currency"":""USD""},{""type"":""membership"",""amount"":""additional"",""currency"":""USD""}]","{""name"":""Smugglers' Notch Resort"",""city"":""Jeffersonville"",""state"":""VT"",""country"":""US""}",src-smugglers-notch-ski-snowboard-club-program,https://snscvt.com/programs/alpine-program/,primary,web_verified_2026-09-04,upcoming,2026-09-04,Program rates increase 15% after October 15; membership required.
org-us-vt-smugglers-notch-ski-snowboard-club,Smugglers' Notch Ski & Snowboard Club,club,prog-smugglers-notch-ski-snowboard-club-alpine-u16-u18,Alpine U16/U18,offer-smugglers-notch-ski-snowboard-club-2026-27-alpine-u16-u18-team,2026-27 Alpine U16/U18 Team,Sports > Winter Sports > Alpine Skiing > Racing,youth,season_program,competitive,winter,2026-2027,2026-11-28,2027-04-04,2026-09-01,,open,https://snscvt.com/programs/alpine-program/,Direct / Club Website,14,18,,,[],{},"[{""type"":""program_fee"",""amount"":1665,""currency"":""USD""},{""type"":""membership"",""amount"":""additional"",""currency"":""USD""}]","{""name"":""Smugglers' Notch Resort"",""city"":""Jeffersonville"",""state"":""VT"",""country"":""US""}",src-smugglers-notch-ski-snowboard-club-program,https://snscvt.com/programs/alpine-program/,primary,web_verified_2026-09-04,upcoming,2026-09-04,Program rates increase 15% after October 15; membership required.
org-us-vt-smugglers-notch-ski-snowboard-club,Smugglers' Notch Ski & Snowboard Club,club,prog-smugglers-notch-ski-snowboard-club-alpine-fis,Alpine FIS,offer-smugglers-notch-ski-snowboard-club-2026-27-alpine-fis-team,2026-27 Alpine FIS Team,Sports > Winter Sports > Alpine Skiing > Racing,youth,season_program,competitive,winter,2026-2027,2026-11-28,2027-04-11,2026-09-01,,open,https://snscvt.com/programs/alpine-program/,Direct / Club Website,16,19,,,[],{},"[{""type"":""program_fee"",""amount"":2335,""currency"":""USD""},{""type"":""membership"",""amount"":""additional"",""currency"":""USD""}]","{""name"":""Smugglers' Notch Resort"",""city"":""Jeffersonville"",""state"":""VT"",""country"":""US""}",src-smugglers-notch-ski-snowboard-club-program,https://snscvt.com/programs/alpine-program/,primary,web_verified_2026-09-04,upcoming,2026-09-04,Program rates increase 15% after October 15; membership required.
org-us-vt-smugglers-notch-ski-snowboard-club,Smugglers' Notch Ski & Snowboard Club,club,prog-smugglers-notch-ski-snowboard-club-alpine-high-school,Alpine High School,offer-smugglers-notch-ski-snowboard-club-2026-27-alpine-high-school-team,2026-27 Alpine High School Team,Sports > Winter Sports > Alpine Skiing > Racing,youth,season_program,competitive,winter,2026-2027,2026-12-05,2027-03-27,2026-09-01,,open,https://snscvt.com/programs/alpine-program/,Direct / Club Website,14,19,,,[],{},"[{""type"":""program_fee"",""amount"":895,""currency"":""USD""},{""type"":""membership"",""amount"":""additional"",""currency"":""USD""}]","{""name"":""Smugglers' Notch Resort"",""city"":""Jeffersonville"",""state"":""VT"",""country"":""US""}",src-smugglers-notch-ski-snowboard-club-program,https://snscvt.com/programs/alpine-program/,primary,web_verified_2026-09-04,upcoming,2026-09-04,Program rates increase 15% after October 15; membership required.
org-us-vt-smugglers-notch-ski-snowboard-club,Smugglers' Notch Ski & Snowboard Club,club,prog-smugglers-notch-ski-snowboard-club-snowboard-ride-meister,Snowboard Ride Meister,offer-smugglers-notch-ski-snowboard-club-2026-27-snowboard-ride-meister,2026-27 Snowboard Ride Meister,Sports > Winter Sports > Snowboarding,youth,season_program,competitive,winter,2026-2027,2026-12-19,2027-03-06,2026-09-01,,open,https://snscvt.com/programs/snowboard-program/,Direct / Club Website,6,10,,,[],{},"[{""type"":""program_fee"",""amount"":425,""currency"":""USD""},{""type"":""membership"",""amount"":""additional"",""currency"":""USD""}]","{""name"":""Smugglers' Notch Resort"",""city"":""Jeffersonville"",""state"":""VT"",""country"":""US""}",src-smugglers-notch-ski-snowboard-club-program,https://snscvt.com/programs/snowboard-program/,primary,web_verified_2026-09-04,upcoming,2026-09-04,
